participant_id,episode_index,episode_phase,task,human_count,ai_count,total_count,human_share,was_skipped
Thinpath_P03,9,bo,Pick up from knife,0.0,17.0,17.0,0.0,False
Thinpath_P03,9,bo,Pickup lettuce,13.0,17.0,30.0,0.43333333333333335,False
Thinpath_P03,9,bo,Pickup plate,38.0,0.0,38.0,1.0,False
Thinpath_P03,9,bo,Place on counter,35.0,0.0,35.0,1.0,False
Thinpath_P03,9,bo,Place on knife,0.0,17.0,17.0,0.0,False
Thinpath_P03,11,bo,Assemble salad,2.0,9.0,11.0,0.18181818181818182,False
Thinpath_P03,11,bo,Chop,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P03,11,bo,Deliver correct,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P03,11,bo,Deliver wrong,0.0,4.0,4.0,0.0,False
Thinpath_P03,11,bo,Pick up from knife,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P03,11,bo,Pickup lettuce,19.0,43.0,62.0,0.3064516129032258,False
Thinpath_P03,11,bo,Pickup plate,16.0,3.0,19.0,0.8421052631578947,False
Thinpath_P03,11,bo,Place on counter,24.0,28.0,52.0,0.46153846153846156,False
Thinpath_P03,11,bo,Place on knife,7.0,7.0,14.0,0.5,False
Thinpath_P03,12,bo,Assemble salad,1.0,12.0,13.0,0.07692307692307693,False
Thinpath_P03,12,bo,Chop,3.0,12.0,15.0,0.2,False
Thinpath_P03,12,bo,Deliver correct,10.0,3.0,13.0,0.7692307692307693,False
Thinpath_P03,12,bo,Deliver wrong,1.0,1.0,2.0,0.5,False
Thinpath_P03,12,bo,Pick up from knife,3.0,12.0,15.0,0.2,False
Thinpath_P03,12,bo,Pickup lettuce,18.0,15.0,33.0,0.5454545454545454,False
Thinpath_P03,12,bo,Pickup plate,14.0,7.0,21.0,0.6666666666666666,False
Thinpath_P03,12,bo,Place on counter,19.0,5.0,24.0,0.7916666666666666,False
Thinpath_P03,12,bo,Place on knife,3.0,12.0,15.0,0.2,False
Thinpath_P03,13,bo_replay_best,Assemble salad,2.0,7.0,9.0,0.2222222222222222,False
Thinpath_P03,13,bo_replay_best,Chop,1.0,9.0,10.0,0.1,False
Thinpath_P03,13,bo_replay_best,Deliver correct,8.0,0.0,8.0,1.0,False
Thinpath_P03,13,bo_replay_best,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P03,13,bo_replay_best,Pick up from knife,1.0,9.0,10.0,0.1,False
Thinpath_P03,13,bo_replay_best,Pickup lettuce,8.0,9.0,17.0,0.47058823529411764,False
Thinpath_P03,13,bo_replay_best,Pickup plate,14.0,0.0,14.0,1.0,False
Thinpath_P03,13,bo_replay_best,Place on counter,12.0,1.0,13.0,0.9230769230769231,False
Thinpath_P03,13,bo_replay_best,Place on knife,1.0,9.0,10.0,0.1,False
Thinpath_P03,14,stress,Assemble salad,0.0,32.0,32.0,0.0,False
Thinpath_P03,14,stress,Chop,0.0,33.0,33.0,0.0,False
Thinpath_P03,14,stress,Deliver correct,1.0,30.0,31.0,0.03225806451612903,False
Thinpath_P03,14,stress,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P03,14,stress,Pick up from knife,0.0,33.0,33.0,0.0,False
Thinpath_P03,14,stress,Pickup lettuce,30.0,34.0,64.0,0.46875,False
Thinpath_P03,14,stress,Pickup plate,36.0,31.0,67.0,0.5373134328358209,False
Thinpath_P03,14,stress,Place on counter,65.0,0.0,65.0,1.0,False
Thinpath_P03,14,stress,Place on knife,0.0,33.0,33.0,0.0,False
Thinpath_P03,15,stress,Assemble salad,4.0,7.0,11.0,0.36363636363636365,False
Thinpath_P03,15,stress,Chop,4.0,7.0,11.0,0.36363636363636365,False
Thinpath_P03,15,stress,Deliver correct,3.0,5.0,8.0,0.375,False
Thinpath_P03,15,stress,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P03,15,stress,Pick up from knife,4.0,7.0,11.0,0.36363636363636365,False
Thinpath_P03,15,stress,Pickup lettuce,18.0,7.0,25.0,0.72,False
Thinpath_P03,15,stress,Pickup plate,11.0,5.0,16.0,0.6875,False
Thinpath_P03,15,stress,Place on counter,22.0,0.0,22.0,1.0,False
Thinpath_P03,15,stress,Place on knife,4.0,7.0,11.0,0.36363636363636365,False
Thinpath_P03,16,stress,Assemble salad,2.0,3.0,5.0,0.4,False
Thinpath_P03,16,stress,Chop,2.0,3.0,5.0,0.4,False
Thinpath_P03,16,stress,Deliver correct,2.0,3.0,5.0,0.4,False
Thinpath_P03,16,stress,Deliver wrong,0.0,3.0,3.0,0.0,False
Thinpath_P03,16,stress,Pick up from knife,2.0,3.0,5.0,0.4,False
Thinpath_P03,16,stress,Pickup lettuce,10.0,32.0,42.0,0.23809523809523808,False
Thinpath_P03,16,stress,Pickup plate,10.0,3.0,13.0,0.7692307692307693,False
Thinpath_P03,16,stress,Place on counter,16.0,23.0,39.0,0.41025641025641024,False
Thinpath_P03,16,stress,Place on knife,2.0,3.0,5.0,0.4,False
Thinpath_P03,17,replay_optimal,Assemble salad,0.0,14.0,14.0,0.0,False
Thinpath_P03,17,replay_optimal,Chop,0.0,15.0,15.0,0.0,False
Thinpath_P03,17,replay_optimal,Deliver correct,14.0,0.0,14.0,1.0,False
Thinpath_P03,17,replay_optimal,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P03,17,replay_optimal,Pick up from knife,0.0,15.0,15.0,0.0,False
Thinpath_P03,17,replay_optimal,Pickup lettuce,9.0,16.0,25.0,0.36,False
Thinpath_P03,17,replay_optimal,Pickup plate,30.0,0.0,30.0,1.0,False
Thinpath_P03,17,replay_optimal,Place on counter,25.0,0.0,25.0,1.0,False
Thinpath_P03,17,replay_optimal,Place on knife,0.0,15.0,15.0,0.0,False
Thinpath_P04,1,seed,Assemble salad,0.0,20.0,20.0,0.0,False
Thinpath_P04,1,seed,Chop,1.0,20.0,21.0,0.047619047619047616,False
Thinpath_P04,1,seed,Deliver correct,0.0,17.0,17.0,0.0,False
Thinpath_P04,1,seed,Deliver wrong,0.0,4.0,4.0,0.0,False
Thinpath_P04,1,seed,Pick up from knife,1.0,20.0,21.0,0.047619047619047616,False
Thinpath_P04,1,seed,Pickup lettuce,34.0,24.0,58.0,0.5862068965517241,False
Thinpath_P04,1,seed,Pickup plate,40.0,18.0,58.0,0.6896551724137931,False
Thinpath_P04,1,seed,Place on counter,72.0,0.0,72.0,1.0,False
Thinpath_P04,1,seed,Place on knife,1.0,20.0,21.0,0.047619047619047616,False
Thinpath_P04,2,seed,Assemble salad,1.0,30.0,31.0,0.03225806451612903,False
Thinpath_P04,2,seed,Chop,1.0,31.0,32.0,0.03125,False
Thinpath_P04,2,seed,Deliver correct,1.0,28.0,29.0,0.034482758620689655,False
Thinpath_P04,2,seed,Deliver wrong,0.0,2.0,2.0,0.0,False
Thinpath_P04,2,seed,Pick up from knife,2.0,31.0,33.0,0.06060606060606061,False
Thinpath_P04,2,seed,Pickup lettuce,39.0,33.0,72.0,0.5416666666666666,False
Thinpath_P04,2,seed,Pickup plate,36.0,29.0,65.0,0.5538461538461539,False
Thinpath_P04,2,seed,Place on counter,73.0,0.0,73.0,1.0,False
Thinpath_P04,2,seed,Place on knife,2.0,31.0,33.0,0.06060606060606061,False
Thinpath_P04,3,seed,Assemble salad,2.0,18.0,20.0,0.1,False
Thinpath_P04,3,seed,Chop,2.0,19.0,21.0,0.09523809523809523,False
Thinpath_P04,3,seed,Deliver correct,10.0,9.0,19.0,0.5263157894736842,False
Thinpath_P04,3,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P04,3,seed,Pick up from knife,2.0,19.0,21.0,0.09523809523809523,False
Thinpath_P04,3,seed,Pickup lettuce,26.0,19.0,45.0,0.5777777777777777,False
Thinpath_P04,3,seed,Pickup plate,42.0,9.0,51.0,0.8235294117647058,False
Thinpath_P04,3,seed,Place on counter,54.0,0.0,54.0,1.0,False
Thinpath_P04,3,seed,Place on knife,2.0,19.0,21.0,0.09523809523809523,False
Thinpath_P04,4,seed,Assemble salad,5.0,7.0,12.0,0.4166666666666667,False
Thinpath_P04,4,seed,Chop,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P04,4,seed,Deliver correct,11.0,1.0,12.0,0.9166666666666666,False
Thinpath_P04,4,seed,Deliver wrong,0.0,2.0,2.0,0.0,False
Thinpath_P04,4,seed,Pick up from knife,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P04,4,seed,Pickup lettuce,24.0,10.0,34.0,0.7058823529411765,False
Thinpath_P04,4,seed,Pickup plate,35.0,1.0,36.0,0.9722222222222222,False
Thinpath_P04,4,seed,Place on counter,41.0,0.0,41.0,1.0,False
Thinpath_P04,4,seed,Place on knife,6.0,7.0,13.0,0.46153846153846156,False
Thinpath_P04,5,seed,Assemble salad,4.0,10.0,14.0,0.2857142857142857,False
Thinpath_P04,5,seed,Chop,6.0,9.0,15.0,0.4,False
Thinpath_P04,5,seed,Deliver correct,9.0,4.0,13.0,0.6923076923076923,False
Thinpath_P04,5,seed,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P04,5,seed,Pick up from knife,6.0,9.0,15.0,0.4,False
Thinpath_P04,5,seed,Pickup lettuce,26.0,13.0,39.0,0.6666666666666666,False
Thinpath_P04,5,seed,Pickup plate,30.0,4.0,34.0,0.8823529411764706,False
Thinpath_P04,5,seed,Place on counter,42.0,0.0,42.0,1.0,False
Thinpath_P04,5,seed,Place on knife,6.0,10.0,16.0,0.375,False
Thinpath_P04,6,bo,Assemble salad,0.0,34.0,34.0,0.0,False
Thinpath_P04,6,bo,Chop,0.0,36.0,36.0,0.0,False
Thinpath_P04,6,bo,Deliver correct,0.0,34.0,34.0,0.0,False
Thinpath_P04,6,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P04,6,bo,Pick up from knife,0.0,36.0,36.0,0.0,False
Thinpath_P04,6,bo,Pickup lettuce,43.0,37.0,80.0,0.5375,False
Thinpath_P04,6,bo,Pickup plate,39.0,34.0,73.0,0.5342465753424658,False
Thinpath_P04,6,bo,Place on counter,81.0,0.0,81.0,1.0,False
Thinpath_P04,6,bo,Place on knife,0.0,36.0,36.0,0.0,False
Thinpath_P04,7,bo,Assemble salad,8.0,8.0,16.0,0.5,False
Thinpath_P04,7,bo,Chop,11.0,5.0,16.0,0.6875,False
Thinpath_P04,7,bo,Deliver correct,8.0,5.0,13.0,0.6153846153846154,False
Thinpath_P04,7,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P04,7,bo,Pick up from knife,11.0,5.0,16.0,0.6875,False
Thinpath_P04,7,bo,Pickup lettuce,32.0,8.0,40.0,0.8,False
Thinpath_P04,7,bo,Pickup plate,34.0,5.0,39.0,0.8717948717948718,False
Thinpath_P04,7,bo,Place on counter,49.0,0.0,49.0,1.0,False
Thinpath_P04,7,bo,Place on knife,11.0,5.0,16.0,0.6875,False
Thinpath_P04,9,bo,Assemble salad,5.0,11.0,16.0,0.3125,False
Thinpath_P04,9,bo,Chop,6.0,11.0,17.0,0.35294117647058826,False
Thinpath_P04,9,bo,Deliver correct,5.0,10.0,15.0,0.3333333333333333,False
Thinpath_P04,9,bo,Deliver wrong,0.0,4.0,4.0,0.0,False
Thinpath_P04,9,bo,Pick up from knife,6.0,11.0,17.0,0.35294117647058826,False
Thinpath_P04,9,bo,Pickup lettuce,36.0,16.0,52.0,0.6923076923076923,False
Thinpath_P04,9,bo,Pickup plate,28.0,11.0,39.0,0.717948717948718,False
Thinpath_P04,9,bo,Place on counter,53.0,0.0,53.0,1.0,False
Thinpath_P04,9,bo,Place on knife,6.0,11.0,17.0,0.35294117647058826,False
Thinpath_P04,11,bo,Assemble salad,0.0,31.0,31.0,0.0,False
Thinpath_P04,11,bo,Chop,1.0,31.0,32.0,0.03125,False
Thinpath_P04,11,bo,Deliver correct,0.0,29.0,29.0,0.0,False
Thinpath_P04,11,bo,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P04,11,bo,Pick up from knife,1.0,31.0,32.0,0.03125,False
Thinpath_P04,11,bo,Pickup lettuce,36.0,32.0,68.0,0.5294117647058824,False
Thinpath_P04,11,bo,Pickup plate,43.0,30.0,73.0,0.589041095890411,False
Thinpath_P04,11,bo,Place on counter,78.0,0.0,78.0,1.0,False
Thinpath_P04,11,bo,Place on knife,1.0,31.0,32.0,0.03125,False
Thinpath_P04,12,bo,Assemble salad,2.0,12.0,14.0,0.14285714285714285,False
Thinpath_P04,12,bo,Chop,5.0,10.0,15.0,0.3333333333333333,False
Thinpath_P04,12,bo,Deliver correct,2.0,12.0,14.0,0.14285714285714285,False
Thinpath_P04,12,bo,Deliver wrong,0.0,6.0,6.0,0.0,False
Thinpath_P04,12,bo,Pick up from knife,5.0,10.0,15.0,0.3333333333333333,False
Thinpath_P04,12,bo,Pickup lettuce,27.0,17.0,44.0,0.6136363636363636,False
Thinpath_P04,12,bo,Pickup plate,31.0,18.0,49.0,0.6326530612244898,False
Thinpath_P04,12,bo,Place on counter,55.0,2.0,57.0,0.9649122807017544,False
Thinpath_P04,12,bo,Place on knife,5.0,11.0,16.0,0.3125,False
Thinpath_P04,13,bo_replay_best,Assemble salad,0.0,42.0,42.0,0.0,False
Thinpath_P04,13,bo_replay_best,Chop,0.0,43.0,43.0,0.0,False
Thinpath_P04,13,bo_replay_best,Deliver correct,0.0,42.0,42.0,0.0,False
Thinpath_P04,13,bo_replay_best,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P04,13,bo_replay_best,Pick up from knife,0.0,43.0,43.0,0.0,False
Thinpath_P04,13,bo_replay_best,Pickup lettuce,47.0,44.0,91.0,0.5164835164835165,False
Thinpath_P04,13,bo_replay_best,Pickup plate,43.0,42.0,85.0,0.5058823529411764,False
Thinpath_P04,13,bo_replay_best,Place on counter,90.0,0.0,90.0,1.0,False
Thinpath_P04,13,bo_replay_best,Place on knife,0.0,43.0,43.0,0.0,False
Thinpath_P04,14,stress,Assemble salad,3.0,12.0,15.0,0.2,False
Thinpath_P04,14,stress,Chop,3.0,13.0,16.0,0.1875,False
Thinpath_P04,14,stress,Deliver correct,15.0,0.0,15.0,1.0,False
Thinpath_P04,14,stress,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P04,14,stress,Pick up from knife,4.0,13.0,17.0,0.23529411764705882,False
Thinpath_P04,14,stress,Pickup lettuce,23.0,15.0,38.0,0.6052631578947368,False
Thinpath_P04,14,stress,Pickup plate,41.0,0.0,41.0,1.0,False
Thinpath_P04,14,stress,Place on counter,45.0,0.0,45.0,1.0,False
Thinpath_P04,14,stress,Place on knife,4.0,15.0,19.0,0.21052631578947367,False
Thinpath_P04,15,stress,Assemble salad,3.0,8.0,11.0,0.2727272727272727,False
Thinpath_P04,15,stress,Chop,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P04,15,stress,Deliver correct,9.0,2.0,11.0,0.8181818181818182,False
Thinpath_P04,15,stress,Deliver wrong,0.0,5.0,5.0,0.0,False
Thinpath_P04,15,stress,Pick up from knife,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P04,15,stress,Pickup lettuce,21.0,46.0,67.0,0.31343283582089554,False
Thinpath_P04,15,stress,Pickup plate,32.0,3.0,35.0,0.9142857142857143,False
Thinpath_P04,15,stress,Place on counter,41.0,32.0,73.0,0.5616438356164384,False
Thinpath_P04,15,stress,Place on knife,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P04,16,stress,Assemble salad,0.0,40.0,40.0,0.0,False
Thinpath_P04,16,stress,Chop,0.0,40.0,40.0,0.0,False
Thinpath_P04,16,stress,Deliver correct,0.0,39.0,39.0,0.0,False
Thinpath_P04,16,stress,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P04,16,stress,Pick up from knife,0.0,40.0,40.0,0.0,False
Thinpath_P04,16,stress,Pickup lettuce,45.0,42.0,87.0,0.5172413793103449,False
Thinpath_P04,16,stress,Pickup plate,44.0,39.0,83.0,0.5301204819277109,False
Thinpath_P04,16,stress,Place on counter,89.0,0.0,89.0,1.0,False
Thinpath_P04,16,stress,Place on knife,0.0,41.0,41.0,0.0,False
Thinpath_P04,17,replay_optimal,Assemble salad,2.0,14.0,16.0,0.125,False
Thinpath_P04,17,replay_optimal,Chop,3.0,13.0,16.0,0.1875,False
Thinpath_P04,17,replay_optimal,Deliver correct,2.0,14.0,16.0,0.125,False
Thinpath_P04,17,replay_optimal,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P04,17,replay_optimal,Pick up from knife,4.0,13.0,17.0,0.23529411764705882,False
Thinpath_P04,17,replay_optimal,Pickup lettuce,25.0,15.0,40.0,0.625,False
Thinpath_P04,17,replay_optimal,Pickup plate,25.0,15.0,40.0,0.625,False
Thinpath_P04,17,replay_optimal,Place on counter,44.0,1.0,45.0,0.9777777777777777,False
Thinpath_P04,17,replay_optimal,Place on knife,4.0,13.0,17.0,0.23529411764705882,False
Thinpath_P05,1,seed,Assemble salad,3.0,4.0,7.0,0.42857142857142855,True
Thinpath_P05,1,seed,Chop,5.0,4.0,9.0,0.5555555555555556,True
Thinpath_P05,1,seed,Deliver correct,1.0,3.0,4.0,0.25,True
Thinpath_P05,1,seed,Deliver wrong,0.0,2.0,2.0,0.0,True
Thinpath_P05,1,seed,Pick up from knife,5.0,4.0,9.0,0.5555555555555556,True
Thinpath_P05,1,seed,Pickup lettuce,7.0,10.0,17.0,0.4117647058823529,True
Thinpath_P05,1,seed,Pickup plate,3.0,5.0,8.0,0.375,True
Thinpath_P05,1,seed,Place on counter,5.0,4.0,9.0,0.5555555555555556,True
Thinpath_P05,1,seed,Place on knife,5.0,4.0,9.0,0.5555555555555556,True
Thinpath_P05,2,seed,Assemble salad,1.0,1.0,2.0,0.5,True
Thinpath_P05,2,seed,Chop,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P05,2,seed,Deliver correct,0.0,1.0,1.0,0.0,True
Thinpath_P05,2,seed,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P05,2,seed,Pick up from knife,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P05,2,seed,Pickup lettuce,5.0,2.0,7.0,0.7142857142857143,True
Thinpath_P05,2,seed,Pickup plate,1.0,1.0,2.0,0.5,True
Thinpath_P05,2,seed,Place on counter,3.0,0.0,3.0,1.0,True
Thinpath_P05,2,seed,Place on knife,2.0,1.0,3.0,0.6666666666666666,True
Thinpath_P05,3,seed,Assemble salad,5.0,5.0,10.0,0.5,False
Thinpath_P05,3,seed,Chop,5.0,5.0,10.0,0.5,False
Thinpath_P05,3,seed,Deliver correct,4.0,1.0,5.0,0.8,False
Thinpath_P05,3,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,3,seed,Pick up from knife,6.0,5.0,11.0,0.5454545454545454,False
Thinpath_P05,3,seed,Pickup lettuce,9.0,5.0,14.0,0.6428571428571429,False
Thinpath_P05,3,seed,Pickup plate,10.0,1.0,11.0,0.9090909090909091,False
Thinpath_P05,3,seed,Place on counter,8.0,0.0,8.0,1.0,False
Thinpath_P05,3,seed,Place on knife,6.0,5.0,11.0,0.5454545454545454,False
Thinpath_P05,4,seed,Assemble salad,2.0,2.0,4.0,0.5,False
Thinpath_P05,4,seed,Chop,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P05,4,seed,Deliver correct,1.0,0.0,1.0,1.0,False
Thinpath_P05,4,seed,Deliver wrong,2.0,0.0,2.0,1.0,False
Thinpath_P05,4,seed,Pick up from knife,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P05,4,seed,Pickup lettuce,16.0,2.0,18.0,0.8888888888888888,False
Thinpath_P05,4,seed,Pickup plate,5.0,0.0,5.0,1.0,False
Thinpath_P05,4,seed,Place on counter,14.0,0.0,14.0,1.0,False
Thinpath_P05,4,seed,Place on knife,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P05,5,seed,Assemble salad,7.0,4.0,11.0,0.6363636363636364,False
Thinpath_P05,5,seed,Chop,7.0,4.0,11.0,0.6363636363636364,False
Thinpath_P05,5,seed,Deliver correct,10.0,1.0,11.0,0.9090909090909091,False
Thinpath_P05,5,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,5,seed,Pick up from knife,7.0,4.0,11.0,0.6363636363636364,False
Thinpath_P05,5,seed,Pickup lettuce,12.0,5.0,17.0,0.7058823529411765,False
Thinpath_P05,5,seed,Pickup plate,20.0,1.0,21.0,0.9523809523809523,False
Thinpath_P05,5,seed,Place on counter,15.0,0.0,15.0,1.0,False
Thinpath_P05,5,seed,Place on knife,7.0,5.0,12.0,0.5833333333333334,False
Thinpath_P05,6,bo,Assemble salad,6.0,1.0,7.0,0.8571428571428571,False
Thinpath_P05,6,bo,Chop,5.0,3.0,8.0,0.625,False
Thinpath_P05,6,bo,Deliver correct,5.0,0.0,5.0,1.0,False
Thinpath_P05,6,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,6,bo,Pick up from knife,5.0,3.0,8.0,0.625,False
Thinpath_P05,6,bo,Pickup lettuce,16.0,4.0,20.0,0.8,False
Thinpath_P05,6,bo,Pickup plate,10.0,1.0,11.0,0.9090909090909091,False
Thinpath_P05,6,bo,Place on counter,14.0,3.0,17.0,0.8235294117647058,False
Thinpath_P05,6,bo,Place on knife,5.0,3.0,8.0,0.625,False
Thinpath_P05,7,bo,Assemble salad,5.0,5.0,10.0,0.5,False
Thinpath_P05,7,bo,Chop,9.0,3.0,12.0,0.75,False
Thinpath_P05,7,bo,Deliver correct,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P05,7,bo,Deliver wrong,0.0,3.0,3.0,0.0,False
Thinpath_P05,7,bo,Pick up from knife,9.0,3.0,12.0,0.75,False
Thinpath_P05,7,bo,Pickup lettuce,18.0,41.0,59.0,0.3050847457627119,False
Thinpath_P05,7,bo,Pickup plate,8.0,7.0,15.0,0.5333333333333333,False
Thinpath_P05,7,bo,Place on counter,16.0,32.0,48.0,0.3333333333333333,False
Thinpath_P05,7,bo,Place on knife,9.0,3.0,12.0,0.75,False
Thinpath_P05,9,bo,Assemble salad,8.0,8.0,16.0,0.5,False
Thinpath_P05,9,bo,Chop,8.0,8.0,16.0,0.5,False
Thinpath_P05,9,bo,Deliver correct,0.0,16.0,16.0,0.0,False
Thinpath_P05,9,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,9,bo,Pick up from knife,8.0,8.0,16.0,0.5,False
Thinpath_P05,9,bo,Pickup lettuce,26.0,10.0,36.0,0.7222222222222222,False
Thinpath_P05,9,bo,Pickup plate,10.0,16.0,26.0,0.38461538461538464,False
Thinpath_P05,9,bo,Place on counter,26.0,0.0,26.0,1.0,False
Thinpath_P05,9,bo,Place on knife,8.0,8.0,16.0,0.5,False
Thinpath_P05,11,bo,Assemble salad,7.0,7.0,14.0,0.5,False
Thinpath_P05,11,bo,Chop,8.0,6.0,14.0,0.5714285714285714,False
Thinpath_P05,11,bo,Deliver correct,2.0,9.0,11.0,0.18181818181818182,False
Thinpath_P05,11,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,11,bo,Pick up from knife,8.0,6.0,14.0,0.5714285714285714,False
Thinpath_P05,11,bo,Pickup lettuce,18.0,9.0,27.0,0.6666666666666666,False
Thinpath_P05,11,bo,Pickup plate,11.0,9.0,20.0,0.55,False
Thinpath_P05,11,bo,Place on counter,18.0,0.0,18.0,1.0,False
Thinpath_P05,11,bo,Place on knife,8.0,6.0,14.0,0.5714285714285714,False
Thinpath_P05,12,bo,Assemble salad,0.0,15.0,15.0,0.0,False
Thinpath_P05,12,bo,Chop,1.0,15.0,16.0,0.0625,False
Thinpath_P05,12,bo,Deliver correct,12.0,1.0,13.0,0.9230769230769231,False
Thinpath_P05,12,bo,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P05,12,bo,Pick up from knife,1.0,15.0,16.0,0.0625,False
Thinpath_P05,12,bo,Pickup lettuce,17.0,16.0,33.0,0.5151515151515151,False
Thinpath_P05,12,bo,Pickup plate,14.0,2.0,16.0,0.875,False
Thinpath_P05,12,bo,Place on counter,17.0,0.0,17.0,1.0,False
Thinpath_P05,12,bo,Place on knife,1.0,15.0,16.0,0.0625,False
Thinpath_P05,13,bo_replay_best,Assemble salad,10.0,11.0,21.0,0.47619047619047616,False
Thinpath_P05,13,bo_replay_best,Chop,11.0,12.0,23.0,0.4782608695652174,False
Thinpath_P05,13,bo_replay_best,Deliver correct,0.0,20.0,20.0,0.0,False
Thinpath_P05,13,bo_replay_best,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,13,bo_replay_best,Pick up from knife,11.0,12.0,23.0,0.4782608695652174,False
Thinpath_P05,13,bo_replay_best,Pickup lettuce,30.0,12.0,42.0,0.7142857142857143,False
Thinpath_P05,13,bo_replay_best,Pickup plate,10.0,20.0,30.0,0.3333333333333333,False
Thinpath_P05,13,bo_replay_best,Place on counter,28.0,0.0,28.0,1.0,False
Thinpath_P05,13,bo_replay_best,Place on knife,11.0,12.0,23.0,0.4782608695652174,False
Thinpath_P05,14,stress,Assemble salad,1.0,11.0,12.0,0.08333333333333333,False
Thinpath_P05,14,stress,Chop,5.0,9.0,14.0,0.35714285714285715,False
Thinpath_P05,14,stress,Deliver correct,3.0,7.0,10.0,0.3,False
Thinpath_P05,14,stress,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P05,14,stress,Pick up from knife,5.0,9.0,14.0,0.35714285714285715,False
Thinpath_P05,14,stress,Pickup lettuce,18.0,21.0,39.0,0.46153846153846156,False
Thinpath_P05,14,stress,Pickup plate,8.0,10.0,18.0,0.4444444444444444,False
Thinpath_P05,14,stress,Place on counter,20.0,11.0,31.0,0.6451612903225806,False
Thinpath_P05,14,stress,Place on knife,5.0,9.0,14.0,0.35714285714285715,False
Thinpath_P05,15,stress,Assemble salad,4.0,6.0,10.0,0.4,False
Thinpath_P05,15,stress,Chop,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P05,15,stress,Deliver correct,0.0,7.0,7.0,0.0,False
Thinpath_P05,15,stress,Deliver wrong,0.0,2.0,2.0,0.0,False
Thinpath_P05,15,stress,Pick up from knife,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P05,15,stress,Pickup lettuce,16.0,28.0,44.0,0.36363636363636365,False
Thinpath_P05,15,stress,Pickup plate,8.0,8.0,16.0,0.5,False
Thinpath_P05,15,stress,Place on counter,17.0,19.0,36.0,0.4722222222222222,False
Thinpath_P05,15,stress,Place on knife,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P05,16,stress,Assemble salad,2.0,5.0,7.0,0.2857142857142857,False
Thinpath_P05,16,stress,Chop,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P05,16,stress,Deliver correct,4.0,1.0,5.0,0.8,False
Thinpath_P05,16,stress,Deliver wrong,0.0,6.0,6.0,0.0,False
Thinpath_P05,16,stress,Pick up from knife,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P05,16,stress,Pickup lettuce,10.0,26.0,36.0,0.2777777777777778,False
Thinpath_P05,16,stress,Pickup plate,10.0,1.0,11.0,0.9090909090909091,False
Thinpath_P05,16,stress,Place on counter,13.0,14.0,27.0,0.48148148148148145,False
Thinpath_P05,16,stress,Place on knife,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P05,17,replay_optimal,Assemble salad,11.0,12.0,23.0,0.4782608695652174,False
Thinpath_P05,17,replay_optimal,Chop,12.0,12.0,24.0,0.5,False
Thinpath_P05,17,replay_optimal,Deliver correct,0.0,19.0,19.0,0.0,False
Thinpath_P05,17,replay_optimal,Deliver wrong,0.0,0.0,0.0,,False
